address,detail_url,neighborhood
"3030 Ridgeway Blvd, New Orleans, LA 70129",https://www.zillow.com/homedetails/3030-Ridgeway-Blvd-New-Orleans-LA-70129/149037687_zpid/,lake-catherine
"54 Lake Breeze Dr #54, New Orleans, LA 70129",https://www.zillow.com/homedetails/54-Lake-Breeze-Dr-54-New-Orleans-LA-70129/2055664222_zpid/,lake-catherine
"20637 Old Spanish Trl, New Orleans, LA 70129",https://www.zillow.com/homedetails/20637-Old-Spanish-Trl-New-Orleans-LA-70129/73817872_zpid/,lake-catherine
"30 Clinton Dr, New Orleans, LA 70129",https://www.zillow.com/homedetails/30-Clinton-Dr-New-Orleans-LA-70129/73814769_zpid/,lake-catherine
"20159 Old Spanish Trl, New Orleans, LA 70129",https://www.zillow.com/homedetails/20159-Old-Spanish-Trl-New-Orleans-LA-70129/73819606_zpid/,lake-catherine
"20713 Old Spanish Trl, New Orleans, LA 70129",https://www.zillow.com/homedetails/20713-Old-Spanish-Trl-New-Orleans-LA-70129/2082171736_zpid/,lake-catherine
"3274 Ridgeway Blvd, New Orleans, LA 70129",https://www.zillow.com/homedetails/3274-Ridgeway-Blvd-New-Orleans-LA-70129/124050969_zpid/,lake-catherine
"7600 Adventure Ave, New Orleans, LA 70129",https://www.zillow.com/homedetails/7600-Adventure-Ave-New-Orleans-LA-70129/73818766_zpid/,village-de-lest
"5500 Grand Bayou Dr, New Orleans, LA 70129",https://www.zillow.com/homedetails/5500-Grand-Bayou-Dr-New-Orleans-LA-70129/73818580_zpid/,village-de-lest
"13237 Willowbrook Dr, New Orleans, LA 70129",https://www.zillow.com/homedetails/13237-Willowbrook-Dr-New-Orleans-LA-70129/149041532_zpid/,village-de-lest
"7539 Expedition Dr, New Orleans, LA 70129",https://www.zillow.com/homedetails/7539-Expedition-Dr-New-Orleans-LA-70129/73819175_zpid/,village-de-lest
"4827 Michoud Blvd, New Orleans, LA 70129",https://www.zillow.com/homedetails/4827-Michoud-Blvd-New-Orleans-LA-70129/84467881_zpid/,village-de-lest
"13662 Explorers St, New Orleans, LA 70129",https://www.zillow.com/homedetails/13662-Explorers-St-New-Orleans-LA-70129/349470399_zpid/,village-de-lest
"5126-28 Revel St, New Orleans, LA 70129",https://www.zillow.com/homedetails/5126-28-Revel-St-New-Orleans-LA-70129/2065949920_zpid/,village-de-lest
"5610 New England Dr, New Orleans, LA 70129",https://www.zillow.com/homedetails/5610-New-England-Dr-New-Orleans-LA-70129/73819657_zpid/,village-de-lest
"7761 W Cavelier Dr, New Orleans, LA 70129",https://www.zillow.com/homedetails/7761-W-Cavelier-Dr-New-Orleans-LA-70129/73824909_zpid/,village-de-lest
"8311 Almonaster Ave, New Orleans, LA 70126",https://www.zillow.com/homedetails/8311-Almonaster-Ave-New-Orleans-LA-70126/149031042_zpid/,viavant-venetian-isles
"57002 Chef Menteur Hwy, New Orleans, LA 70129",https://www.zillow.com/homedetails/57002-Chef-Menteur-Hwy-New-Orleans-LA-70129/2053187935_zpid/,viavant-venetian-isles
"39017 Beauregard Ave, New Orleans, LA 70127",https://www.zillow.com/homedetails/39017-Beauregard-Ave-New-Orleans-LA-70127/245743449_zpid/,viavant-venetian-isles
"53492 Central Rd, New Orleans, LA 70127",https://www.zillow.com/homedetails/53492-Central-Rd-New-Orleans-LA-70127/350516827_zpid/,viavant-venetian-isles
"53502 Central Rd, New Orleans, LA 70127",https://www.zillow.com/homedetails/53502-Central-Rd-New-Orleans-LA-70127/350516722_zpid/,viavant-venetian-isles
"4136 Darby St, New Orleans, LA 70127",https://www.zillow.com/homedetails/4136-Darby-St-New-Orleans-LA-70127/149032724_zpid/,viavant-venetian-isles
"1610701 Buchanan St, New Orleans, LA 70122",https://www.zillow.com/homedetails/1610701-Buchanan-St-New-Orleans-LA-70122/245744012_zpid/,viavant-venetian-isles
"53505 Central Rd, New Orleans, LA 70127",https://www.zillow.com/homedetails/53505-Central-Rd-New-Orleans-LA-70127/350516402_zpid/,viavant-venetian-isles
"39018 Beauregard Ave, New Orleans, LA 70127",https://www.zillow.com/homedetails/39018-Beauregard-Ave-New-Orleans-LA-70127/245743450_zpid/,viavant-venetian-isles
